ID,Name,Studies at,Degree,Born,Validity,ISIC card number,Magnetic stripe
558473,"Isapour, Ali.",Sahand University of Technology,Bachelor of Science,21/10/1999,09/2021-12/2808,S 098 000 039 288 P,98000039288655
558483,"Farhang, Pegah.",University of Tehran,Ph.D.,09/09/1993,09/2021-12/2809,S 098 000 039 289 R,98000039289369
558847,"Farhadi, Mohsen.",Islamic Azad University,Bachelor of Science,15/09/1998,09/2021-12/2810,S 098 000 039 290 F,98000039290600
558848,"Jamalzadeh, Fatemeh.",University of Tehran,Bachelor of Science,13/06/2001,09/2021-12/2811,S 098 000 039 291 G,98000039291304
558858,"Kalantari, Sadegh.",Tafresh University,Ph.D.,06/03/1991,09/2021-12/2812,S 098 000 039 292 J,98000039292018
558865,"Lalfaam, Elham.",Tarbiat Modares University,Master of Science,13/04/1993,09/2021-12/2813,S 098 000 039 293 K,98000039293821
558869,"Zand, Mohammad moein.",Shahab Danesh University,Bachelor of Science,15/04/1999,09/2021-12/2814,S 098 000 039 294 M,98000039294535
558872,"Azimian, Amir hussain.",Islamic Azad University,Bachelor of Science,04/03/2000,09/2021-12/2815,S 098 000 039 295 N,98000039295249
558873,"Shahsavari, Zahra.",Alzahra University,Bachelor of Science,22/07/2001,09/2021-12/2816,S 098 000 039 296 G,98000039296052
558885,"Ramech, Aazam.",Ferdowsi University of Mashhad,Bachelor of Science,30/01/1999,09/2021-12/2817,S 098 000 039 297 S,98000039297766
